id,active,status,summary,title,theme,themename,ContactCountry,funding,goal,donations,reports,remaining
15930,false,funded,"Mae is 2 years old. She lives with her 2 siblings and her parents in a house made from a few sheets of tin and plywood perched on a riverbank. Every year there are floods, and Mae's house has been destroyed several times in her short life. Mae and her neighbors live in constant fear of the floods, and they often have to evacuate. Evacuation is frightening and stressful, but you can make it easier by giving us the funds we need to stockpile food and drinking water for Mae and evacuees like her.",Feed Mae during floods,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action;Physical Health;Clean Water;Mental Health,United Kingdom,263.00,250.00,7,1,0.00
15931,false,retired,This project will reconstruct homes and re-establish schools and small businesses destroyed by Super Typhoon Haiyan in The Philippines,Rebuild Lives In The Philippines,Disaster Response,Animal Welfare;Child Protection;Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Food Security;Arts and Culture;Disaster Response,Pakistan,1802.50,50000.00,20,1,48197.50
15939,false,funded,"Nene and her family were lucky to survive typhoon Haiyan. When the storm hit it blew the roof off their house, but they managed to get the two younger kids into the neighbour's house which has a concrete upper floor. The six remaining family member retreated to the raised toilets in the back of the house where they balanced on the toilet bowls for three hours in chest high water. With the help of donors like you, we'll help Haiyan survivors like Nene get on the road to recovery.",Relief for Survivors like Nene,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Safe Housing,United Kingdom,525.00,500.00,20,1,0.00
15971,false,funded,"This project will build 3 Child Day Care Centers to benefit 90-100 young children age 2-5 in Yolanda hit areas in the Phil.  A Day Care Center is a pre-school barangay-based facility that ensures total development and protection of children through mental and intellectual simulation exercises, supervised recreation, games, and supplemental feeding with balance nutritious food 5 days a week in six months period.",Child Day Care Centers for 100 Haiyan Kid Victims,Child Protection,Child Protection,Philippines,29425.50,27978.00,96,8,0.00
15980,false,funded,"Shane is a 5. He was diagnosed with autism when he was 2 and at first he had a hard time getting his aggressive behaviour under control. Since starting school at the Aram Learning Studio in Tacloban, Shane's come a long way, but Typhoon Haiyan damaged the school, and now it's closed. There aren't any more schools for children with disabilities in the area, so at the moment Shane isn't getting any help. This project will get shane the services he needs by helping us re-open the school.",School and Therapy for Shane,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Education,United Kingdom,250.00,250.00,7,1,0.00
16011,false,funded,"Judith is a pregnant single mom. Before typhoon Haiyan, her family made a living by selling barbecue meat and farming rice. The typhoon destroyed her home and, flooded her fields with salt water, washed away her crop and seeds, and destroyed her barbecue. She has no home and no livelihood to feed her kids. Until she can get her business started again, she needs donors like you to help her survive.",Relief for survivors like Judith,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Safe Housing,United Kingdom,500.00,500.00,9,1,0.00
16012,false,funded,"Vince is 3. He was diagnosed with autism about a year ago and at first his family had a hard time coping this his behaviors. But since starting school at the Aram Learning Studio in Tacloban, Vince has come a long way, but Typhoon Haiyan damaged the school, and now it's closed. There aren't any more schools for children with disabilities in the area, so at the moment Vince isn't getting any help. This project will get Vince the services he needs by helping us re-open the school.",School and Therapy for Vince,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Education,United Kingdom,250.00,250.00,6,1,0.00
16028,false,funded,"Sherwin is 8. He lives with his four sisters and his parents in a house made from sheets of tin and plywood perched on a riverbank. Every year there are floods, and Sherwin's house has been destroyed several times in his short life. During floods Sherwin and his family have to spend days sleeping on the floor of an evacuation centre. With your help, we'll be there to provide hot meals and emergency supplies during those floods.",Hot meals for evacuees like Sherwin,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action;Physical Health;Clean Water,United Kingdom,384.00,384.00,6,1,0.00
16029,false,funded,"Coleen is 3. She lives with her four siblings and her parents in a house made from a few sheets of tin and plywood perched on a riverbank. Every year there are floods, and Coleen 's house has been destroyed twice since 2010. During floods Coleen and her family have to spend days sleeping on the floor of an evacuation centre. With your help, we'll be there to provide hot meals and emergency supplies during those floods.",Hot meals for evacuees like Coleen,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Climate Action;Physical Health;Clean Water,United Kingdom,600.00,384.00,3,1,0.00
16031,false,funded,"Josef is 5. He only just began attending the Aram Learning Studio five months ago. The teachers had just started to make progress with Josef when Haiyan, locally known as Yolanda, hit. Typhoon Haiyan damaged the school, and now it's closed. There aren't any more schools for children with disabilities in the area, so at the moment Josef isn't getting any help. This project will get Josef the services he needs by helping us re-open the school.",School and Therapy for Josef,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Education,United Kingdom,500.00,500.00,8,1,0.00
16032,false,funded,"Vince is 3. He was diagnosed with autism about a year ago and at first his family had a hard time coping this his behaviors. But since starting school at the Aram Learning Studio in Tacloban, Vince has come a long way, but Typhoon Haiyan damaged the school, and now it's closed. There aren't any more schools for children with disabilities in the area, so at the moment Vince isn't getting help. This project will open therapy sessions for Vice and 15 other children with developmental disabilities.",Psychological First Aid for Tacloban's Children,Disaster Response,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Disaster Response;Education,United Kingdom,706.00,706.00,7,1,0.00
